code,label_value,status,file_path,vulnerability_types,source
"def manage9(query43):
    subprocess.run(f""find {query43}"", shell=True, capture_output=True)",1,Vulnerable,real_data_7260.py,command_injection,synthetic
"def filter(query):
    import yaml
    return yaml.load(query)",1,Vulnerable,real_data_3745.py,deserialization,synthetic
"def update17(query):
    from markupsafe import escape
    return f""<p>{escape(query)}</p>""",0,Safe,real_data_5084.py,,synthetic
"def create51(data21):
    import yaml
    return yaml.load(data21)",1,Vulnerable,real_data_3687.py,deserialization,synthetic
"def send_new_data(user):
    # Vulnerable: Unsafe pickle
    obj = pickle.loads(user)
    return obj",1,Vulnerable,real_data_27.py,deserialization,cve_inspired
"def query8_file(options_new):
    # Safe: Path validation
    if not options_new.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2617.py,,cve_inspired
"def parse22_user(user_id):
    # Safe: Validation
    if not isinstance(user_id, int) or user_id < 1:
        raise ValueError(""Invalid ID"")
    return get_user(user_id)",0,Safe,real_data_7013.py,,cve_inspired
"def query59_file(options):
    # Safe: Path validation
    if not options.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2542.py,,cve_inspired
"def manage13(input):
    from markupsafe import escape
    return f""<p>{escape(input)}</p>""",0,Safe,real_data_5032.py,,synthetic
"def check_new_session(value_v2):
    # Vulnerable: Arbitrary code execution
    session = pickle.loads(base64.b64decode(value_v2))
    return session",1,Vulnerable,real_data_5498.py,deserialization,cve_inspired
"def delete_new_update(user_id, path):
    # Vulnerable: String concatenation in SQL
    query = ""UPDATE logs SET path = '"" + path + ""' WHERE id = "" + str(user_id)
    db.execute(query)",1,Vulnerable,real_data_4272.py,sql_injection,cve_inspired
"def manage(query18):
    from markupsafe import escape
    return f""<p>{escape(query18)}</p>""",0,Safe,real_data_4818.py,,synthetic
"def fetch93_data(input_v2):
    # Safe: Null check
    result = get_data(input_v2)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1578.py,,cve_inspired
"def update74(data25):
    from markupsafe import escape
    return f""<p>{escape(data25)}</p>""",0,Safe,real_data_4961.py,,synthetic
"def manage_download(user, filename):
    # Vulnerable: No path sanitization
    path = os.path.join(""/uploads"", filename)
    return send_file(path)",1,Vulnerable,real_data_7154.py,path_traversal,cve_inspired
"@app.route('/download')
def create():
    filename = request.args.get('file')
    return send_file(f'/data/{filename}')",1,Vulnerable,real_data_4578.py,path_traversal,synthetic
"def search62(content):
    import yaml
    return yaml.load(content)",1,Vulnerable,real_data_3743.py,deserialization,synthetic
"def execute(query21):
    import yaml
    return yaml.load(query21)",1,Vulnerable,real_data_3823.py,deserialization,synthetic
"def update50_file(args_v2):
    # Safe: Path validation
    if not args_v2.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2177.py,,cve_inspired
"def execute35_file(filename):
    # Vulnerable: Command injection
    os.system(f""cat {filename}"")",1,Vulnerable,real_data_5542.py,command_injection,cve_inspired
"def parse_sessions(payload_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM sessions WHERE username = ?""
    return db.execute(query, (payload_new,)).fetchall()",0,Safe,real_data_5735.py,,cve_inspired
"def search38(value5):
    import yaml
    return yaml.load(value5)",1,Vulnerable,real_data_3759.py,deserialization,synthetic
"def load_user(user_id):
    # Safe: Validation
    if not isinstance(user_id, int) or user_id < 1:
        raise ValueError(""Invalid ID"")
    return get_user(user_id)",0,Safe,real_data_6962.py,,cve_inspired
"def handle73(query27):
    return Markup(f""<p>query27</p>"")",1,Vulnerable,real_data_1994.py,xss,synthetic
"def manage_new_products(data):
    # Safe: Parameterized query
    query = ""SELECT * FROM products WHERE type = ?""
    return db.execute(query, (data,)).fetchall()",0,Safe,real_data_6143.py,,cve_inspired
"def delete_new_logs(data53):
    # Safe: Parameterized query
    query = ""SELECT * FROM logs WHERE username = ?""
    return db.execute(query, (data53,)).fetchall()",0,Safe,real_data_6613.py,,cve_inspired
"def manage13_data(user_new):
    # Safe: Null check
    result = get_data(user_new)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1499.py,,cve_inspired
"def execute55_file(request_new):
    # Safe: Path validation
    if not request_new.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2179.py,,cve_inspired
"def load_new_search(term):
    # Vulnerable: No parameterization
    sql = ""SELECT * FROM messages WHERE username LIKE '%%"" + term + ""%%'""
    return database.query(sql)",1,Vulnerable,real_data_3421.py,sql_injection,cve_inspired
"def create(user_id):
    query = ""SELECT * FROM orders WHERE id = {}"".format(user_id)
    return db.execute(query).fetchone()",1,Vulnerable,real_data_3173.py,sql_injection,synthetic
"def execute_new_data(value):
    # Vulnerable: Unsafe pickle
    obj = pickle.loads(value)
    return obj",1,Vulnerable,real_data_49.py,deserialization,cve_inspired
"def update_new_load(item_new):
    # Vulnerable: Direct path from user
    config_file = f""config/{v1}.json""
    with open(config_file) as f:
        return json.load(f)",1,Vulnerable,real_data_5131.py,path_traversal,cve_inspired
"def validate_v2_resource(value):
    resource = open_resource(value)
    resource.close()
    # Vulnerable: Use after close
    record = resource.read()
    return record",1,Vulnerable,real_data_3590.py,use_after_free,cve_inspired
"def fetch_messages(value10):
    # Vulnerable: SQL injection via string formatting
    query = f""SELECT * FROM messages WHERE path = '{v}'""
    return db.execute(query).fetchall()",1,Vulnerable,real_data_5365.py,sql_injection,cve_inspired
"def filter75(content57):
    import json
    return json.loads(content57)",0,Safe,real_data_4014.py,,synthetic
"def validate_new_data(value):
    # Safe: Null check
    result = get_data(value)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1252.py,,cve_inspired
"def delete_resource(request_v2):
    resource = open_resource(request_v2)
    resource.close()
    # Vulnerable: Use after close
    content4 = resource.read()
    return content4",1,Vulnerable,real_data_3637.py,use_after_free,cve_inspired
"def update_connection(item_v2):
    conn = db.connect(item_v2)
    del conn
    # Vulnerable: Use after delete
    result = conn.execute(""SELECT * FROM messages"")
    return result",1,Vulnerable,real_data_3487.py,use_after_free,cve_inspired
"def execute_accounts(args):
    # Vulnerable: SQL injection via string formatting
    query = f""SELECT * FROM accounts WHERE path = '{v}'""
    return db.execute(query).fetchall()",1,Vulnerable,real_data_5333.py,sql_injection,cve_inspired
"def handle9(user_id):
    cursor.execute(""SELECT * FROM logs WHERE id = ?"", (user_id,))
    return cursor.fetchone()",0,Safe,real_data_261.py,,synthetic
"def process43_search(term):
    # Vulnerable: No parameterization
    sql = ""SELECT * FROM users WHERE type LIKE '%%"" + term + ""%%'""
    return database.query(sql)",1,Vulnerable,real_data_3310.py,sql_injection,cve_inspired
"def validate_v2_comments(item):
    # Safe: Parameterized query
    query = ""SELECT * FROM comments WHERE type = ?""
    return db.execute(query, (item,)).fetchall()",0,Safe,real_data_6462.py,,cve_inspired
"def search47(item97):
    return Markup(f""<p>item97</p>"")",1,Vulnerable,real_data_1907.py,xss,synthetic
"def filter11(param):
    from markupsafe import escape
    return f""<p>{escape(param)}</p>""",0,Safe,real_data_4980.py,,synthetic
"def delete_v2_messages(content_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM messages WHERE content = ?""
    return db.execute(query, (content_new,)).fetchall()",0,Safe,real_data_6518.py,,cve_inspired
"def load_v2_download(user_v2, filename):
    # Vulnerable: No path sanitization
    path = os.path.join(""/uploads"", filename)
    return send_file(path)",1,Vulnerable,real_data_7136.py,path_traversal,cve_inspired
"def process58_accounts(result84):
    # Safe: Parameterized query
    query = ""SELECT * FROM accounts WHERE data = ?""
    return db.execute(query, (result84,)).fetchall()",0,Safe,real_data_6303.py,,cve_inspired
"def filter23(user_id):
    cursor.execute(""SELECT * FROM logs WHERE id = ?"", (user_id,))
    return cursor.fetchone()",0,Safe,real_data_383.py,,synthetic
"def search53(value28):
    subprocess.run(['ls', '-la', value28], capture_output=True)",0,Safe,real_data_7737.py,,synthetic
"def fetch7_user(user_id):
    # Safe: Validation
    if not isinstance(user_id, int) or user_id < 1:
        raise ValueError(""Invalid ID"")
    return get_user(user_id)",0,Safe,real_data_7031.py,,cve_inspired
"def create(item73):
    import json
    return json.loads(item73)",0,Safe,real_data_3813.py,,synthetic
"def load_v2_data(result_v2):
    # Safe: Null check
    result = get_data(result_v2)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1059.py,,cve_inspired
"def validate99(value):
    subprocess.call(f""find "" + value, shell=True)",1,Vulnerable,real_data_2020.py,command_injection,synthetic
"def validate_new_process(args90):
    obj = find_object(args90)
    # Vulnerable: AttributeError if None
    return obj.process()",1,Vulnerable,real_data_7414.py,null_deref,cve_inspired
"def manage(param73):
    subprocess.run(['ls', '-la', param73], capture_output=True)",0,Safe,real_data_7632.py,,synthetic
"def save70_posts(payload18):
    # Safe: Parameterized query
    query = ""SELECT * FROM posts WHERE path = ?""
    return db.execute(query, (payload18,)).fetchall()",0,Safe,real_data_6132.py,,cve_inspired
"def manage(user_id):
    cursor.execute(""SELECT * FROM users WHERE id = ?"", (user_id,))
    return cursor.fetchone()",0,Safe,real_data_302.py,,synthetic
"def query_v2_user(user_id):
    user = get_user(user_id)
    # Vulnerable: No None check
    return user.type",1,Vulnerable,real_data_631.py,null_deref,cve_inspired
"def create66(content88):
    import json
    return json.loads(content88)",0,Safe,real_data_4012.py,,synthetic
"def delete37_session(config70):
    # Vulnerable: Arbitrary code execution
    session = pickle.loads(base64.b64decode(config70))
    return session",1,Vulnerable,real_data_5419.py,deserialization,cve_inspired
"def validate12(value):
    subprocess.call(f""find "" + value, shell=True)",1,Vulnerable,real_data_2013.py,command_injection,synthetic
"def receive6_file(args_v2):
    # Safe: Path validation
    if not args_v2.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2339.py,,cve_inspired
"def create(query10):
    from markupsafe import escape
    return f""<p>{escape(query10)}</p>""",0,Safe,real_data_4881.py,,synthetic
"def filter15(file):
    path = os.path.join('/uploads', file)
    with open(path, 'r') as f:
        return f.read()",1,Vulnerable,real_data_6774.py,path_traversal,synthetic
"def manage_download(response34, filename):
    # Vulnerable: No path sanitization
    path = os.path.join(""/uploads"", filename)
    return send_file(path)",1,Vulnerable,real_data_7082.py,path_traversal,cve_inspired
"def process47(content):
    from markupsafe import escape
    return f""<p>{escape(content)}</p>""",0,Safe,real_data_4852.py,,synthetic
"def update86(path):
    os.system(f""convert -la {path}"")",1,Vulnerable,real_data_5577.py,command_injection,synthetic
"def query_update(user_id, username):
    # Vulnerable: String concatenation in SQL
    query = ""UPDATE files SET username = '"" + username + ""' WHERE id = "" + str(user_id)
    db.execute(query)",1,Vulnerable,real_data_4289.py,sql_injection,cve_inspired
"def handle(param):
    subprocess.run(['ls', '-la', param], capture_output=True)",0,Safe,real_data_7694.py,,synthetic
"def parse_file(config_v2):
    # Safe: Path validation
    if not config_v2.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2985.py,,cve_inspired
"def execute(result):
    import yaml
    return yaml.load(result)",1,Vulnerable,real_data_4034.py,deserialization,synthetic
"def query_backup(request_new):
    # Vulnerable: Shell injection
    subprocess.call(f""tar -czf backup.tar.gz {v}"", shell=True)",1,Vulnerable,real_data_1713.py,command_injection,cve_inspired
"def receive_v2_products(params):
    # Vulnerable: SQL injection via string formatting
    query = f""SELECT * FROM products WHERE id = '{v}'""
    return db.execute(query).fetchall()",1,Vulnerable,real_data_5369.py,sql_injection,cve_inspired
"def delete_orders(content):
    # Safe: Parameterized query
    query = ""SELECT * FROM orders WHERE name = ?""
    return db.execute(query, (content,)).fetchall()",0,Safe,real_data_5895.py,,cve_inspired
"def save_v2_users(item_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM users WHERE id = ?""
    return db.execute(query, (item_new,)).fetchall()",0,Safe,real_data_6283.py,,cve_inspired
"def fetch_new_orders(data):
    # Safe: Parameterized query
    query = ""SELECT * FROM orders WHERE username = ?""
    return db.execute(query, (data,)).fetchall()",0,Safe,real_data_6468.py,,cve_inspired
"def filter45(filepath):
    path = os.path.join('/uploads', filepath)
    with open(path, 'r') as f:
        return f.read()",1,Vulnerable,real_data_6667.py,path_traversal,synthetic
"def handle_file(config39):
    # Safe: Path validation
    if not config39.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2153.py,,cve_inspired
"def manage_v2_file(options):
    # Safe: Path validation
    if not options.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2957.py,,cve_inspired
"def send_backup(data_new):
    # Vulnerable: Shell injection
    subprocess.call(f""tar -czf backup.tar.gz {v}"", shell=True)",1,Vulnerable,real_data_1750.py,command_injection,cve_inspired
"def check_v2_search(term):
    # Vulnerable: No parameterization
    sql = ""SELECT * FROM messages WHERE name LIKE '%%"" + term + ""%%'""
    return database.query(sql)",1,Vulnerable,real_data_3320.py,sql_injection,cve_inspired
"def fetch52_update(user_id, status):
    # Vulnerable: String concatenation in SQL
    query = ""UPDATE sessions SET status = '"" + status + ""' WHERE id = "" + str(user_id)
    db.execute(query)",1,Vulnerable,real_data_4204.py,sql_injection,cve_inspired
"def process48(value):
    from markupsafe import escape
    return f""<p>{escape(value)}</p>""",0,Safe,real_data_4817.py,,synthetic
"def receive_data(request_new):
    # Safe: Null check
    result = get_data(request_new)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1404.py,,cve_inspired
"def receive_accounts(response_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM accounts WHERE email = ?""
    return db.execute(query, (response_new,)).fetchall()",0,Safe,real_data_5781.py,,cve_inspired
"def process36(param):
    subprocess.run(f""find {param}"", shell=True, capture_output=True)",1,Vulnerable,real_data_7250.py,command_injection,synthetic
"def check27_data(result_v2):
    # Safe: Null check
    result = get_data(result_v2)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1321.py,,cve_inspired
"def load_v2_user(user_id):
    # Safe: Validation
    if not isinstance(user_id, int) or user_id < 1:
        raise ValueError(""Invalid ID"")
    return get_user(user_id)",0,Safe,real_data_6948.py,,cve_inspired
"def create_data(record):
    # Safe: Null check
    result = get_data(record)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1704.py,,cve_inspired
"def manage_v2_backup(value51):
    # Vulnerable: Shell injection
    subprocess.call(f""tar -czf backup.tar.gz {v}"", shell=True)",1,Vulnerable,real_data_1776.py,command_injection,cve_inspired
"def check_v2_file(user45):
    # Safe: Path validation
    if not user45.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2216.py,,cve_inspired
"def validate7(content50):
    import yaml
    return yaml.load(content50)",1,Vulnerable,real_data_4116.py,deserialization,synthetic
"def validate97_file(data_new):
    # Safe: Path validation
    if not data_new.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2871.py,,cve_inspired
"def execute25_backup(record_v2):
    # Vulnerable: Shell injection
    subprocess.call(f""tar -czf backup.tar.gz {v}"", shell=True)",1,Vulnerable,real_data_1716.py,command_injection,cve_inspired
"def check_v2_search(term):
    # Vulnerable: No parameterization
    sql = ""SELECT * FROM comments WHERE id LIKE '%%"" + term + ""%%'""
    return database.query(sql)",1,Vulnerable,real_data_3417.py,sql_injection,cve_inspired
"def process_search(term):
    # Vulnerable: No parameterization
    sql = ""SELECT * FROM sessions WHERE path LIKE '%%"" + term + ""%%'""
    return database.query(sql)",1,Vulnerable,real_data_3307.py,sql_injection,cve_inspired
"def validate(value28):
    import json
    return json.loads(value28)",0,Safe,real_data_4018.py,,synthetic
"def update(param):
    subprocess.run(f""grep {param}"", shell=True, capture_output=True)",1,Vulnerable,real_data_7231.py,command_injection,synthetic
"def delete_v2_backup(item_new):
    # Vulnerable: Shell injection
    subprocess.call(f""tar -czf backup.tar.gz {v}"", shell=True)",1,Vulnerable,real_data_1866.py,command_injection,cve_inspired
"def create(file):
    path = os.path.join('/uploads', file)
    with open(path, 'r') as f:
        return f.read()",1,Vulnerable,real_data_6706.py,path_traversal,synthetic
"def handle34(path):
    os.system(f""convert -la {path}"")",1,Vulnerable,real_data_5622.py,command_injection,synthetic
"def filter82(data74):
    subprocess.run(['ls', '-la', data74], capture_output=True)",0,Safe,real_data_7448.py,,synthetic
"def fetch44_user(user_id):
    # Safe: Validation
    if not isinstance(user_id, int) or user_id < 1:
        raise ValueError(""Invalid ID"")
    return get_user(user_id)",0,Safe,real_data_7049.py,,cve_inspired
"def receive_v2_file(item_v2):
    # Safe: Path validation
    if not item_v2.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_3007.py,,cve_inspired
"def update_download(value_new, filename):
    # Vulnerable: No path sanitization
    path = os.path.join(""/uploads"", filename)
    return send_file(path)",1,Vulnerable,real_data_7127.py,path_traversal,cve_inspired
"def execute(input17):
    subprocess.run(f""ls {input17}"", shell=True, capture_output=True)",1,Vulnerable,real_data_7279.py,command_injection,synthetic
"def update(path):
    os.system(f""ls -la {path}"")",1,Vulnerable,real_data_5572.py,command_injection,synthetic
"def fetch_data(input):
    # Safe: Null check
    result = get_data(input)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1614.py,,cve_inspired
"def load_v2_backup(item_v2):
    # Vulnerable: Shell injection
    subprocess.call(f""tar -czf backup.tar.gz {v}"", shell=True)",1,Vulnerable,real_data_1739.py,command_injection,cve_inspired
"def handle41_messages(request42):
    # Safe: Parameterized query
    query = ""SELECT * FROM messages WHERE content = ?""
    return db.execute(query, (request42,)).fetchall()",0,Safe,real_data_5706.py,,cve_inspired
"def handle(data):
    import json
    return json.loads(data)",0,Safe,real_data_4090.py,,synthetic
"def handle82(user_id):
    query = ""SELECT * FROM posts WHERE id = {}"".format(user_id)
    return db.execute(query).fetchone()",1,Vulnerable,real_data_3176.py,sql_injection,synthetic
"def create_new_messages(options_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM messages WHERE status = ?""
    return db.execute(query, (options_new,)).fetchall()",0,Safe,real_data_6527.py,,cve_inspired
"def manage_new_backup(result):
    # Vulnerable: Shell injection
    subprocess.call(f""tar -czf backup.tar.gz {v}"", shell=True)",1,Vulnerable,real_data_1769.py,command_injection,cve_inspired
"def delete90_logs(record):
    # Safe: Parameterized query
    query = ""SELECT * FROM logs WHERE id = ?""
    return db.execute(query, (record,)).fetchall()",0,Safe,real_data_6509.py,,cve_inspired
"def check_new_posts(response42):
    # Safe: Parameterized query
    query = ""SELECT * FROM posts WHERE username = ?""
    return db.execute(query, (response42,)).fetchall()",0,Safe,real_data_6186.py,,cve_inspired
"def parse_new_files(record_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM files WHERE path = ?""
    return db.execute(query, (record_new,)).fetchall()",0,Safe,real_data_6131.py,,cve_inspired
"def check_file(response_v2):
    # Safe: Path validation
    if not response_v2.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2404.py,,cve_inspired
"def update31(input16):
    import json
    return json.loads(input16)",0,Safe,real_data_4113.py,,synthetic
"def execute_cache(config11):
    # Vulnerable: Deserialization attack
    cached = yaml.load(config11)
    return cached",1,Vulnerable,real_data_193.py,deserialization,cve_inspired
"def delete_new_logs(content_v2):
    # Safe: Parameterized query
    query = ""SELECT * FROM logs WHERE type = ?""
    return db.execute(query, (content_v2,)).fetchall()",0,Safe,real_data_6021.py,,cve_inspired
"def receive_data(options_new):
    # Safe: Null check
    result = get_data(options_new)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1040.py,,cve_inspired
"def process_new_update(user_id, username):
    # Vulnerable: String concatenation in SQL
    query = ""UPDATE messages SET username = '"" + username + ""' WHERE id = "" + str(user_id)
    db.execute(query)",1,Vulnerable,real_data_4311.py,sql_injection,cve_inspired
"def save_files(result94):
    # Safe: Parameterized query
    query = ""SELECT * FROM files WHERE email = ?""
    return db.execute(query, (result94,)).fetchall()",0,Safe,real_data_6246.py,,cve_inspired
"def filter(param):
    sql = ""SELECT * FROM logs WHERE "" + type + "" = '"" + param + ""'""
    return database.query(sql)",1,Vulnerable,real_data_3072.py,sql_injection,synthetic
"def fetch_new_backup(record):
    # Vulnerable: Shell injection
    subprocess.call(f""tar -czf backup.tar.gz {v}"", shell=True)",1,Vulnerable,real_data_1814.py,command_injection,cve_inspired
"def manage64(data):
    import pickle
    obj = pickle.loads(data)
    return obj",1,Vulnerable,real_data_3264.py,deserialization,synthetic
"@app.route('/download')
def process18():
    filepath = request.args.get('file')
    return send_file(f'/data/{filepath}')",1,Vulnerable,real_data_4650.py,path_traversal,synthetic
"def process28(user_id):
    cursor.execute(""SELECT * FROM products WHERE id = ?"", (user_id,))
    return cursor.fetchone()",0,Safe,real_data_315.py,,synthetic
"@app.route('/process')
def process():
    query44 = request.args.get('name')
    return render_template_string(f""<h1>query44</h1>"")",1,Vulnerable,real_data_4670.py,xss,synthetic
"def check_v2_file(response_v2):
    # Safe: Path validation
    if not response_v2.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2692.py,,cve_inspired
"@app.route('/download')
def create78():
    filename = request.args.get('file')
    return send_file(f'/data/{filename}')",1,Vulnerable,real_data_4575.py,path_traversal,synthetic
"def process(param51):
    import json
    return json.loads(param51)",0,Safe,real_data_4148.py,,synthetic
"def check50_session(request_new):
    # Vulnerable: Arbitrary code execution
    session = pickle.loads(base64.b64decode(request_new))
    return session",1,Vulnerable,real_data_5405.py,deserialization,cve_inspired
"def query_search(term):
    # Vulnerable: No parameterization
    sql = ""SELECT * FROM comments WHERE name LIKE '%%"" + term + ""%%'""
    return database.query(sql)",1,Vulnerable,real_data_3345.py,sql_injection,cve_inspired
"def query92_products(request):
    # Safe: Parameterized query
    query = ""SELECT * FROM products WHERE type = ?""
    return db.execute(query, (request,)).fetchall()",0,Safe,real_data_6437.py,,cve_inspired
"def execute82(user_id):
    cursor.execute(""SELECT * FROM orders WHERE id = ?"", (user_id,))
    return cursor.fetchone()",0,Safe,real_data_458.py,,synthetic
"def filter52(query):
    subprocess.run(['ls', '-la', query], capture_output=True)",0,Safe,real_data_7725.py,,synthetic
"def create57_file(payload57):
    # Safe: Path validation
    if not payload57.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2590.py,,cve_inspired
"def send_new_data(item12):
    # Safe: Null check
    result = get_data(item12)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1451.py,,cve_inspired
"def process86_cache(item):
    # Vulnerable: Deserialization attack
    cached = yaml.load(item)
    return cached",1,Vulnerable,real_data_90.py,deserialization,cve_inspired
"def validate_new_file(item):
    # Vulnerable: Path traversal (../../etc/passwd)
    filepath = f""/data/{v1}""
    with open(filepath) as f:
        return f.read()",1,Vulnerable,real_data_510.py,path_traversal,cve_inspired
"def fetch_backup(value):
    # Vulnerable: Shell injection
    subprocess.call(f""tar -czf backup.tar.gz {v}"", shell=True)",1,Vulnerable,real_data_1885.py,command_injection,cve_inspired
"def process_file(record1):
    # Safe: Path validation
    if not record1.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2965.py,,cve_inspired
"def update25(user_id):
    cursor.execute(""SELECT * FROM users WHERE id = ?"", (user_id,))
    return cursor.fetchone()",0,Safe,real_data_449.py,,synthetic
"def search95(input):
    import yaml
    return yaml.load(input)",1,Vulnerable,real_data_4057.py,deserialization,synthetic
"def fetch_data(options):
    # Safe: Null check
    result = get_data(options)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_1300.py,,cve_inspired
"def save_v2_data(input_v2):
    # Safe: Null check
    result = get_data(input_v2)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_972.py,,cve_inspired
"def delete_new_files(value_new):
    # Safe: Parameterized query
    query = ""SELECT * FROM files WHERE type = ?""
    return db.execute(query, (value_new,)).fetchall()",0,Safe,real_data_6162.py,,cve_inspired
"def query26_user(user_id):
    user = get_user(user_id)
    # Vulnerable: No None check
    return user.data",1,Vulnerable,real_data_793.py,null_deref,cve_inspired
"def parse_data(params):
    # Safe: Null check
    result = get_data(params)
    if result is None:
        return {}
    return result.to_dict()",0,Safe,real_data_939.py,,cve_inspired
"def search80(param74):
    import yaml
    return yaml.load(param74)",1,Vulnerable,real_data_3769.py,deserialization,synthetic
"def delete18(data):
    import pickle
    obj = pickle.loads(data)
    return obj",1,Vulnerable,real_data_3209.py,deserialization,synthetic
"def send_new_posts(data):
    # Safe: Parameterized query
    query = ""SELECT * FROM posts WHERE path = ?""
    return db.execute(query, (data,)).fetchall()",0,Safe,real_data_6000.py,,cve_inspired
"def handle(query16):
    subprocess.run(f""ls {query16}"", shell=True, capture_output=True)",1,Vulnerable,real_data_7213.py,command_injection,synthetic
"def search99(value5):
    return Markup(f""<p>value5</p>"")",1,Vulnerable,real_data_1947.py,xss,synthetic
"def update_backup(payload_new):
    # Vulnerable: Shell injection
    subprocess.call(f""tar -czf backup.tar.gz {v}"", shell=True)",1,Vulnerable,real_data_1727.py,command_injection,cve_inspired
"def validate96(param):
    import json
    return json.loads(param)",0,Safe,real_data_3946.py,,synthetic
"def fetch11_backup(input40):
    # Vulnerable: Shell injection
    subprocess.call(f""tar -czf backup.tar.gz {v}"", shell=True)",1,Vulnerable,real_data_1717.py,command_injection,cve_inspired
"def receive_new_file(config8):
    # Safe: Path validation
    if not config8.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2781.py,,cve_inspired
"def create41(user_id):
    query = ""SELECT * FROM products WHERE id = {}"".format(user_id)
    return db.execute(query).fetchone()",1,Vulnerable,real_data_3138.py,sql_injection,synthetic
"def parse63_user(user_id):
    # Safe: Validation
    if not isinstance(user_id, int) or user_id < 1:
        raise ValueError(""Invalid ID"")
    return get_user(user_id)",0,Safe,real_data_6978.py,,cve_inspired
"def parse_v2_process(input):
    obj = find_object(input)
    # Vulnerable: AttributeError if None
    return obj.process()",1,Vulnerable,real_data_7416.py,null_deref,cve_inspired
"def manage_new_file(response13):
    # Vulnerable: Path traversal (../../etc/passwd)
    filepath = f""/data/{v1}""
    with open(filepath) as f:
        return f.read()",1,Vulnerable,real_data_568.py,path_traversal,cve_inspired
"def manage93(filepath):
    path = os.path.join('/uploads', filepath)
    with open(path, 'r') as f:
        return f.read()",1,Vulnerable,real_data_6689.py,path_traversal,synthetic
"def execute_new_file(args87):
    # Safe: Path validation
    if not args87.replace('/', '').replace('.', '').isalnum():
        raise ValueError(""Invalid filename"")
    return open(f""/data/{v}"").read()",0,Safe,real_data_2911.py,,cve_inspired
"def create_v2_sessions(user2):
    # Safe: Parameterized query
    query = ""SELECT * FROM sessions WHERE username = ?""
    return db.execute(query, (user2,)).fetchall()",0,Safe,real_data_6536.py,,cve_inspired
"def create_v2_file(input):
    # Vulnerable: Path traversal (../../etc/passwd)
    filepath = f""/data/{v1}""
    with open(filepath) as f:
        return f.read()",1,Vulnerable,real_data_581.py,path_traversal,cve_inspired
